h3_index,lsoa21cd,percentage_coverage
89195da61d7ffff,E01001391,20.17
89195da61d7ffff,E01001393,28.02
89195da61d7ffff,E01001501,0.71
89195da61d7ffff,E01001527,3.86
89194e61a8fffff,E01000037,19.88
89194e61a8fffff,E01000038,17.39
89194e61a8fffff,E01033788,3.21
89194e61a8fffff,E01002248,0.43
89194e6d393ffff,E01001684,1.06
89194e6d393ffff,E01000398,6.43
89194e6d393ffff,E01001678,25.48
89194ad0253ffff,E01004070,0.66
89194ad0253ffff,E01003072,0.83
89194ad0253ffff,E01004047,48.02
89194ad0253ffff,E01003078,13.74
89194ad0253ffff,E01004048,3.17
89194ad0253ffff,E01004049,0.56
89194ac2567ffff,E01001064,2.74
89194ad1c17ffff,E01003951,8.93
89195db4e63ffff,E01001412,0.66
89194e6106bffff,E01002305,2.86
89194e6106bffff,E01002307,6.17
89194ad7387ffff,E01000756,0.65
89194ad7387ffff,E01000753,10.08
89194adb133ffff,E01033570,16.14
89194adb133ffff,E01002579,1.03
89194e68bc3ffff,E01003537,9.66
89194e68bc3ffff,E01003495,58.51
89194e68bc3ffff,E01003527,3.69
89194ad35dbffff,E01004207,3.17
89194ad35dbffff,E01004209,46.4
89194ad35dbffff,E01004212,2.73
89194ad35dbffff,E01032787,49.51
89195da7177ffff,E01033912,31.33
89195da7177ffff,E01033911,1.36
89195daeccfffff,E01034597,44.12
89195daeccfffff,E01034596,24.11
89195daeccfffff,E01002127,6.23
89195daeccfffff,E01034595,11.9
89194ad8d4bffff,E01003467,22.74
89194ad8d4bffff,E01003466,2.26
89194e60647ffff,E01002276,2.15
89194ac3507ffff,E01001010,12.99
89194ad2bb7ffff,E01000694,9.19
89194ad2bb7ffff,E01000785,0.82
89195da4d8fffff,E01000956,4.01
89195da4d8fffff,E01002711,1.98
89195da4d8fffff,E01035708,19.18
89194ad457bffff,E01000680,1.14
89195dae2abffff,E01002187,0.48
89195dae2abffff,E01002149,12.9
89195dae2abffff,E01002190,3.98
89194e6d90fffff,E01000720,0.63
89194e6d90fffff,E01000728,1.7
89194ad8327ffff,E01002951,18.8
89194ad8327ffff,E01002957,21.03
89194ad8327ffff,E01002952,0.33
89194e69b63ffff,E01035670,9.01
89194e69b63ffff,E01004260,11.37
89194e69b63ffff,E01032785,61.5
89194e69b63ffff,E01004232,1.04
89194e69b63ffff,E01004230,5.26
89194aca63bffff,E01002943,10.2
89194e6f2d3ffff,E01000096,14.26
89194e6f2d3ffff,E01000045,2.78
89195da436bffff,E01000557,14.31
89195da436bffff,E01000556,40.95
89195da436bffff,E01000553,20.68
89195da436bffff,E01000141,2.24
89194ad2193ffff,E01001589,20.17
89194ad2193ffff,E01034198,3.93
89195dad887ffff,E01002414,9.46
89195dad887ffff,E01002511,2.12
89195dad887ffff,E01002509,0.62
89195d360b3ffff,E01002444,0.6
89194adb6afffff,E01034029,2.25
89194adb6afffff,E01034028,7.01
89194adb6afffff,E01001228,30.31
89194adb6afffff,E01001227,2.99
89195da5d2fffff,E01000582,32.77
89195da5d2fffff,E01004720,5.44
89195da5d2fffff,E01000586,16.56
89195daf24bffff,E01002438,0.62
89194ad551bffff,E01000666,3.17
89194ad92c7ffff,E01002666,18.27
89194ad92c7ffff,E01002589,4.84
89194ad92c7ffff,E01002661,0.23
89194e6ab03ffff,E01003737,25.47
89194e6ab03ffff,E01003716,1.1
89194e60bc3ffff,E01002385,0.95
89195db49bbffff,E01001484,0.44
89195db49bbffff,E01001503,30.2
89195db49bbffff,E01001508,19.57
89195db49bbffff,E01001511,0.19
89195dace63ffff,E01002426,27.51
89195dace63ffff,E01002422,2.14
89195dace63ffff,E01002424,8.53
89194e6c4c7ffff,E01002344,0.8
89195da530bffff,E01000487,4.09
89195da530bffff,E01000539,22.65
89195da530bffff,E01000485,9.8
89195da530bffff,E01000538,0.06
89194adac8bffff,E01004621,14.32
89194adac8bffff,E01004553,8.75
89194adac8bffff,E01004508,7.89
89194adac8bffff,E01004510,1.46
89194ad3133ffff,E01003986,31.69
89194ad3133ffff,E01003245,18.57
89194ad3133ffff,E01004036,4.44
89194ad3133ffff,E01004035,5.59
89194ac169bffff,E01004120,23.96
89195da6ccfffff,E01002085,37.33
89195da6ccfffff,E01002003,1.44
89195da6ccfffff,E01002031,25.1
89195da6ccfffff,E01002083,1.03
89195da6ccfffff,E01002027,1.85
89195da6ccfffff,E01002026,3.08
89194ad88a3ffff,E01003419,12.91
89194ad88a3ffff,E01003421,2.26
89194ad88a3ffff,E01003468,2.27
89195dae827ffff,E01001308,5.61
89195dae827ffff,E01001307,0.64
89195dae827ffff,E01001314,9.76
89194ad0d4bffff,E01000717,19.89
89194ad0d4bffff,E01000713,5.44
89194ad0d4bffff,E01000673,2.0
89194e6de8bffff,E01000343,0.17
89194e6de8bffff,E01000352,3.66
89194e6de8bffff,E01000347,1.46
89194e6de8bffff,E01000391,10.18
89194e6de8bffff,E01000413,13.41
89194e6de8bffff,E01000411,2.02
89195da0b3bffff,E01002226,0.68
89195da0b3bffff,E01002225,2.8
89195da0b3bffff,E01002114,1.15
89194ada267ffff,E01002572,9.2
89195d3662fffff,E01002444,0.6
89195db595bffff,E01001417,1.22
89195db595bffff,E01001422,1.68
89194ad40d3ffff,E01000749,0.64
89194ad40d3ffff,E01000688,0.13
89194ad40d3ffff,E01000687,5.78
89194e696bbffff,E01001429,2.84
89194e696bbffff,E01001424,54.85
89194e696bbffff,E01001423,18.79
89194e696bbffff,E01001460,9.79
89195da62abffff,E01000162,0.07
89195da62abffff,E01000324,3.68
89195da62abffff,E01000159,17.05
89195da62abffff,E01000320,0.09
89194e61b63ffff,E01002375,1.48
89194e61b63ffff,E01002266,9.96
89194e61b63ffff,E01002260,5.02
89194e6d467ffff,E01001672,10.14
89194e6d467ffff,E01033741,9.23
89194e6d467ffff,E01033745,0.9
89194ad0327ffff,E01003335,10.09
89194ad0327ffff,E01003334,22.52
89194ad0327ffff,E01003329,11.54
89194ad0327ffff,E01003313,10.27
89194ad5a97ffff,E01000654,8.75
89194ac263bffff,E01034149,6.92
89194ac263bffff,E01034148,19.86
89194ac263bffff,E01034142,8.71
89194ac263bffff,E01000975,15.35
89194ad9843ffff,E01003823,2.15
89194ad9843ffff,E01003889,0.1
89194adb207ffff,E01001248,14.22
89194ad745bffff,E01000695,4.93
89194ad745bffff,E01000696,2.77
89194e68c97ffff,E01033589,2.99
89194e68c97ffff,E01033591,20.61
89194e68c97ffff,E01034481,6.72
89194e68c97ffff,E01034480,24.74
89194e68c97ffff,E01003757,0.34
89195da5887ffff,E01000643,10.53
89195da5887ffff,E01000644,0.9
89195da5887ffff,E01000640,7.15
89195da5887ffff,E01000638,8.34
89194ad36afffff,E01002704,17.37
89194ad36afffff,E01001780,11.76
89194ad36afffff,E01002701,27.26
89194ad36afffff,E01033711,1.04
89194e6e407ffff,E01002385,0.2
89195da724bffff,E01000188,2.96
89194ad5073ffff,E01000747,0.95
89195daeda3ffff,E01000636,1.02
89195daeda3ffff,E01033936,0.26
89195daeda3ffff,E01000616,54.07
89195daeda3ffff,E01000571,0.0
89194ad12c7ffff,E01004584,4.8
89194ad12c7ffff,E01004583,3.69
89194ad12c7ffff,E01004582,27.04
89194ad12c7ffff,E01004577,31.0
89195dac9bbffff,E01001335,3.34
89195dac9bbffff,E01001339,10.79
89194ac35dbffff,E01001007,3.07
89194ac35dbffff,E01001177,8.54
89194ac35dbffff,E01003432,5.03
89194ac35dbffff,E01004076,0.94
89194ac35dbffff,E01003375,0.45
89194e68273ffff,E01004464,49.55
89194e68273ffff,E01004471,3.25
89194e68273ffff,E01004470,22.96
89195da4e63ffff,E01000930,37.78
89195da4e63ffff,E01000933,45.9
89195da4e63ffff,E01000548,0.46
89194ad2c8bffff,E01001611,6.23
89194ad2c8bffff,E01001610,4.62
89194ad2c8bffff,E01001648,16.03
89194ad2c8bffff,E01001682,0.56
89194ad464fffff,E01000751,4.02
89194ad464fffff,E01000749,0.22
89194ad08a3ffff,E01000828,4.9
89194ad08a3ffff,E01000717,21.5
89194ad08a3ffff,E01000716,2.58
89194e69c37ffff,E01004375,1.82
89194e69c37ffff,E01004374,19.93
89194e69c37ffff,E01004372,55.58
89194e69c37ffff,E01004371,10.63
89195da6827ffff,E01002745,0.0
89195da6827ffff,E01002744,0.42
89195da6827ffff,E01002752,57.66
89195da6827ffff,E01033493,32.47
89195da6827ffff,E01002742,0.03
89195da6827ffff,E01002749,36.25
89194ad6013ffff,E01000720,0.48
89194e6f3a7ffff,E01000335,4.92
89194e6f3a7ffff,E01000466,0.41
89194ad2267ffff,E01003251,1.39
89194ad2267ffff,E01003248,16.75
89194ad2267ffff,E01003249,21.68
89195dad95bffff,E01002552,15.14
89195dad95bffff,E01002550,22.67
89195d36187ffff,E01002592,5.51
89194e69213ffff,E01002092,5.82
89194e69213ffff,E01002091,27.96
89194e69213ffff,E01001553,12.05
89195da5e03ffff,E01000483,5.03
89195da5e03ffff,E01000615,12.52
89194ac2193ffff,E01001064,2.74
89194ad939bffff,E01003842,5.88
89194ad939bffff,E01003841,0.0
89194ad939bffff,E01003907,21.96
89194ad939bffff,E01003908,6.62
89194e6abd7ffff,E01003719,3.6
89194e6abd7ffff,E01003767,6.71
89194e6abd7ffff,E01003769,27.66
89194ad1843ffff,E01001084,7.61
89194ad1843ffff,E01003144,9.71
89195db4a8fffff,E01001471,13.39
89195db4a8fffff,E01001468,5.78
89194e6c59bffff,E01000430,3.6
89194ad3207ffff,E01032740,1.07
89194ad3207ffff,E01003016,3.94
89194ad3207ffff,E01003934,23.97
89194e6a1b3ffff,E01003726,2.48
89194e6a1b3ffff,E01003722,0.05
89194ad8977ffff,E01004120,0.09
89194ad8977ffff,E01004116,0.0
89194ad8977ffff,E01004118,28.06
89194ad8977ffff,E01004119,4.2
89194ad8977ffff,E01004191,3.1
89195da6da3ffff,E01001722,0.11
89195da6da3ffff,E01001728,68.96
89195da6da3ffff,E01001727,29.26
89195da6da3ffff,E01001827,0.0
89194ac3133ffff,E01004089,38.09
89194ac3133ffff,E01004088,0.18
89194ac3133ffff,E01004086,8.86
89194ac3133ffff,E01004087,0.46
89194e60273ffff,E01033784,15.31
89194e60273ffff,E01002310,3.9
89194e60273ffff,E01002316,0.5
89195dac513ffff,E01002418,2.7
89195dac513ffff,E01002191,17.83
89194ada33bffff,E01004639,11.53
89194ada33bffff,E01004640,36.67
89194ada33bffff,E01004604,2.07
89195da49bbffff,E01004736,4.18
89195da49bbffff,E01004734,6.66
89195da49bbffff,E01004763,1.82
89195da49bbffff,E01035716,2.87
89195db5a2fffff,E01000254,6.18
89194e61c37ffff,E01002271,0.71
89194e61c37ffff,E01002270,13.29
89194e6d53bffff,E01000419,24.52
89194e6d53bffff,E01000417,3.96
89194e6b153ffff,E01004353,10.55
89194e6b153ffff,E01004352,2.36
89194ad9917ffff,E01002995,5.01
89194ad9917ffff,E01002993,9.45
89194ad9917ffff,E01002999,30.1
89194ad9917ffff,E01002987,0.76
89194ac0327ffff,E01001021,0.12
89194ac0327ffff,E01001017,0.05
89195dad4b3ffff,E01002441,0.2
89195dad4b3ffff,E01002439,11.46
89194e61213ffff,E01003726,1.13
89194e61213ffff,E01002305,1.85
89194ad752fffff,E01000790,0.44
89194ad752fffff,E01000788,1.77
89194ad752fffff,E01000812,17.69
89194ad752fffff,E01000727,4.79
89194adb2dbffff,E01001337,2.45
89194adb2dbffff,E01001251,12.58
89194adb2dbffff,E01001290,6.32
89194adb2dbffff,E01001220,1.01
89194e68d6bffff,E01034479,18.73
89194e68d6bffff,E01000051,60.52
89194e68d6bffff,E01000050,10.16
89195da595bffff,E01001877,7.49
89194ad5147ffff,E01000747,0.95
89194e6e4dbffff,E01002385,0.95
89195daee77ffff,E01034600,2.34
89195daee77ffff,E01034599,30.65
89195daee77ffff,E01002211,3.06
89195daee77ffff,E01002217,10.5
89195daee77ffff,E01002138,11.95
89195daee77ffff,E01002241,1.42
89194ad139bffff,E01003032,10.16
89194ad139bffff,E01003041,4.34
89194ad139bffff,E01003039,34.11
89194ad139bffff,E01003040,6.03
89195daca8fffff,E01002502,5.72
89195daca8fffff,E01002508,23.8
89194ac36afffff,E01003375,2.15
89194ac36afffff,E01003437,3.9
89194ac36afffff,E01004184,3.0
89194ac36afffff,E01004189,6.91
89194ac36afffff,E01003441,3.92
89194e68347ffff,E01004436,38.07
89194e68347ffff,E01004442,3.75
89194ada8b7ffff,E01004616,0.13
89194ada8b7ffff,E01004614,0.0
89194ada8b7ffff,E01004610,33.01
89194ad0977ffff,E01000838,3.49
89194ad0977ffff,E01000836,18.75
89194ad0977ffff,E01000832,0.0
89194ad0977ffff,E01000834,16.95
89194e6dab7ffff,E01000459,26.61
89194e6dab7ffff,E01000457,3.97
89194e69d0bffff,E01004332,19.73
89194e69d0bffff,E01004328,24.35
89194e69d0bffff,E01003615,0.24
89194e69d0bffff,E01004335,35.35
89194e69d0bffff,E01004341,2.53
89194ad84cfffff,E01033570,0.48
89194ad84cfffff,E01003855,17.87
89194ad84cfffff,E01002572,2.95
89194ad84cfffff,E01002579,0.26
89194e6b6cfffff,E01001449,12.64
89194e6b6cfffff,E01001445,4.0
89194e6b6cfffff,E01033148,1.75
89195dac06bffff,E01002494,3.57
89194ad9e93ffff,E01003890,1.59
89194ad9e93ffff,E01003811,17.09
89194ad9e93ffff,E01003812,8.72
89194ad9e93ffff,E01003881,5.03
89194ad9e93ffff,E01003885,4.17
89195da4513ffff,E01001994,9.48
89195da4513ffff,E01000182,25.9
89195da4513ffff,E01001993,1.96
89194e6f47bffff,E01000085,42.59
89194e6f47bffff,E01000086,1.62
89194e6f47bffff,E01000105,0.56
89194e6f47bffff,E01000084,19.14
89194ad233bffff,E01001642,7.89
89195d3625bffff,E01002444,0.6
89195da5ed7ffff,E01000625,1.69
89195da5ed7ffff,E01000479,27.79
89195da5ed7ffff,E01000481,1.08
89194e6d093ffff,E01001674,0.86
89194e6d093ffff,E01001579,14.31
89194e6d093ffff,E01001672,15.61
89194ac2267ffff,E01001173,8.41
89194ac2267ffff,E01001172,1.29
89194ad56c3ffff,E01000841,24.31
89194ad56c3ffff,E01000832,0.13
89194ad56c3ffff,E01000835,3.11
89194ad946fffff,E01034036,29.6
89194ad946fffff,E01002640,24.05
89194ad946fffff,E01002639,3.88
89194e6acabffff,E01000027,3.77
89194e6acabffff,E01003640,0.63
89194ad1917ffff,E01001136,2.86
89194ad1917ffff,E01001144,25.42
89194ad1917ffff,E01001139,5.03
89194ad1917ffff,E01001142,15.05
89194e60d6bffff,E01002391,1.09
89195db4b63ffff,E01001569,8.54
89195db4b63ffff,E01001456,2.12
89195db4b63ffff,E01001567,20.5
89195da54b3ffff,E01000234,26.83
89195da54b3ffff,E01000264,5.37
89194ad7087ffff,E01000815,10.62
89194ad7087ffff,E01000807,5.32
89194e6c66fffff,E01000437,8.79
89194e6c66fffff,E01000442,23.03
89194e688c3ffff,E01003530,20.69
89194e688c3ffff,E01003528,59.11
89194e688c3ffff,E01003534,0.53
89194e688c3ffff,E01003575,14.55
89194adae33ffff,E01004596,15.89
89194adae33ffff,E01004595,15.94
89194adae33ffff,E01004594,25.68
89194adae33ffff,E01004593,1.48
89194ad32dbffff,E01000914,3.9
89194ad32dbffff,E01000915,49.59
89194ad32dbffff,E01000920,29.73
89194ad8a4bffff,E01002923,0.02
89194ad8a4bffff,E01002922,16.08
89194ad8a4bffff,E01002921,25.5
89195dae9cfffff,E01001343,7.97
89195dae9cfffff,E01001308,6.45
89195da6e77ffff,E01001987,0.47
89195da6e77ffff,E01001985,28.39
89195da6e77ffff,E01001989,13.78
89194e60347ffff,E01002269,5.51
89194e60347ffff,E01002268,6.1
89194ac3207ffff,E01004149,0.25
89194ac3207ffff,E01004147,22.53
89194ac3207ffff,E01004144,7.23
89194ad6663ffff,E01000724,20.57
89194ad6663ffff,E01000720,0.13
89194ad28b7ffff,E01001615,9.88
89195da4a8fffff,E01004707,34.75
89195da4a8fffff,E01004706,29.03
89195da4a8fffff,E01004709,10.4
89194ada40fffff,E01002864,0.87
89194ada40fffff,E01002866,6.18
89194ada40fffff,E01002868,31.8
89194ada40fffff,E01002869,3.82
89195db5b03ffff,E01000247,13.56
89195db5b03ffff,E01000246,5.42
89194ad427bffff,E01000747,0.71
89194ad427bffff,E01000749,0.26
89195da6453ffff,E01001419,2.69
89195da6453ffff,E01001420,0.95
89195da6453ffff,E01001418,11.79
89194e61d0bffff,E01002362,13.03
89194e61d0bffff,E01002255,0.08
89194e61d0bffff,E01002359,1.7
89194e61d0bffff,E01002275,10.39
89194e61d0bffff,E01002273,0.1
89194e69863ffff,E01001849,10.83
89194e69863ffff,E01001846,7.5
89194ad8027ffff,E01003817,1.7
89194ad8027ffff,E01003806,0.6
89194e6d60fffff,E01033581,0.09
89194e6d60fffff,E01033736,3.56
89194e6d60fffff,E01033582,14.56
89194ad04cfffff,E01003298,46.02
89194ad04cfffff,E01003297,0.46
89194ad04cfffff,E01003246,9.87
89194ad04cfffff,E01003301,2.75
89194e6b227ffff,E01001483,4.45
89194e6b227ffff,E01001477,3.82
89195da406bffff,E01000145,9.47
89195da406bffff,E01000220,40.04
89195da406bffff,E01000219,1.27
89195da406bffff,E01000218,7.02
89195da406bffff,E01000216,0.25
89194ad1e93ffff,E01003174,16.73
89194ad1e93ffff,E01003175,50.43
89194ad1e93ffff,E01003172,6.58
89195dad587ffff,E01002441,1.34
89194ad7603ffff,E01000649,0.0
89194ad7603ffff,E01000645,12.1
89194adb3afffff,E01002686,5.75
89194adb3afffff,E01003847,1.95
89195da5a2fffff,E01001247,1.39
89195da5a2fffff,E01033938,4.4
89194ad521bffff,E01001057,12.07
89194ad521bffff,E01001054,11.53
89194ad521bffff,E01001065,4.16
89194e6a803ffff,E01033592,27.4
89194e6a803ffff,E01033590,50.03
89194e6a803ffff,E01003663,1.22
89194ad146fffff,E01035497,3.23
89194ad146fffff,E01035496,34.66
89194ad146fffff,E01035722,2.45
89194e608c3ffff,E01002391,1.09
89195dacb63ffff,E01002583,1.55
89195dacb63ffff,E01002633,6.53
89195dacb63ffff,E01002637,3.46
89194e6841bffff,E01003655,2.67
89194e6841bffff,E01003747,0.0
89194e6841bffff,E01003660,16.28
89194e6c1c7ffff,E01000376,0.83
89194e6c1c7ffff,E01000374,11.98
89195da500bffff,E01000594,16.1
89195da500bffff,E01002198,29.26
89195da500bffff,E01002200,1.26
89194ada98bffff,E01003372,11.65
89194ada98bffff,E01004529,35.7
89194ada98bffff,E01004530,26.51
89194ad2e33ffff,E01001658,21.72
89195d36d53ffff,E01002610,6.12
89195d36d53ffff,E01002608,0.65
89195dae527ffff,E01002231,15.98
89195dae527ffff,E01002106,22.49
89194ad0a4bffff,E01001143,8.28
89194ad0a4bffff,E01000705,28.75
89194ad0a4bffff,E01000744,15.08
89194e6db8bffff,E01000386,17.06
89194e6db8bffff,E01000384,0.07
89195da69cfffff,E01002779,8.3
89195da69cfffff,E01002738,1.96
89195da69cfffff,E01002781,15.65
89195da69cfffff,E01002744,44.8
89195da69cfffff,E01002743,22.26
89194ad85a3ffff,E01004573,0.12
89194ad85a3ffff,E01004572,11.79
89194e6f54fffff,E01002368,7.21
89194ad240fffff,E01033584,16.02
89194ad240fffff,E01034208,18.79
89194ad240fffff,E01003511,42.99
89194ad240fffff,E01003508,1.97
89195dadb03ffff,E01034608,7.86
89195d3632fffff,E01002559,3.99
89194e61863ffff,E01002260,2.41
89194e61863ffff,E01002365,0.08
89194e61863ffff,E01002322,7.16
89194e61863ffff,E01002324,7.73
89194e693bbffff,E01033943,0.02
89194e693bbffff,E01004391,0.35
89194e693bbffff,E01002078,30.27
89194e693bbffff,E01004401,0.56
89194e6d167ffff,E01000391,0.77
89194e6d167ffff,E01000409,1.24
89194e6d167ffff,E01000388,16.59
89194ad0027ffff,E01003227,15.57
89194ad0027ffff,E01003228,9.31
89194ad0027ffff,E01003226,23.66
89194ac233bffff,E01001101,0.02
89194ac233bffff,E01001107,0.19
89194ac233bffff,E01001108,17.11
89194ad9543ffff,E01002670,0.68
89194ad9543ffff,E01002659,4.21
89194ad9543ffff,E01002669,25.82
89194ad9543ffff,E01002658,0.08
89195db4c37ffff,E01001412,0.4
89195db4c37ffff,E01001407,3.59
89194ad715bffff,E01000753,5.28
89194ad715bffff,E01000755,14.13
89195da5587ffff,E01033915,0.11
89195da5587ffff,E01000240,15.51
89195da5587ffff,E01000260,3.14
89194e68997ffff,E01034476,2.88
89194e68997ffff,E01034475,12.59
89194e68997ffff,E01000093,0.47
89194ad33afffff,E01033878,14.71
89194ad33afffff,E01004040,7.73
89194ad33afffff,E01003966,54.35
89194ad33afffff,E01003980,10.1
89195daeaa3ffff,E01001270,3.15
89195daeaa3ffff,E01001271,10.37
89195daeaa3ffff,E01001315,14.81
89195daeaa3ffff,E01001309,4.17
89195daeaa3ffff,E01001310,5.19
89195dac6bbffff,E01002434,2.86
89195dac6bbffff,E01002538,6.95
89194ac32dbffff,E01004124,0.38
89194ac32dbffff,E01003451,3.03
89194ac32dbffff,E01003452,22.64
89194ad298bffff,E01001596,1.13
89194ad298bffff,E01001602,0.33
89194ad298bffff,E01001599,19.87
89195da4b63ffff,E01002891,13.47
89195da4b63ffff,E01002826,2.65
89195da4b63ffff,E01035718,2.82
89194ad434fffff,E01000748,0.92
89194ad434fffff,E01000747,0.04
89195db5bd7ffff,E01001422,6.45
89195da6527ffff,E01001395,15.84
89195da6527ffff,E01001556,4.72
89195da6527ffff,E01001397,15.42
89194e69937ffff,E01003500,1.25
89194e69937ffff,E01003496,44.7
89194e69937ffff,E01003631,0.22
89194ad05a3ffff,E01003282,36.51
89194ad05a3ffff,E01003203,1.45
89194ad05a3ffff,E01003288,7.81
89195d344c3ffff,E01002444,0.4
89194ad5d13ffff,E01000748,0.96
89194aca40fffff,E01002944,4.34
89194aca40fffff,E01003000,7.13
89194e6f0a7ffff,E01002370,3.05
89194e6f0a7ffff,E01000090,0.09
89194ac04cfffff,E01004085,11.08
89194ac04cfffff,E01004083,2.06
89194e613bbffff,E01002327,3.21
89194e613bbffff,E01002332,30.47
89194ad76d7ffff,E01000645,3.61
89194ad76d7ffff,E01000694,3.95
89194ad76d7ffff,E01000818,2.03
89194adb483ffff,E01001273,2.34
89194adb483ffff,E01001247,2.17
89194adb483ffff,E01001278,13.46
89195da5b03ffff,E01034027,11.86
89195da5b03ffff,E01001239,0.26
89195da5b03ffff,E01034026,50.4
89195da5b03ffff,E01001246,0.01
89195db6b77ffff,E01001546,34.9
89195db6b77ffff,E01001545,3.16
89195da74c7ffff,E01000249,11.53
89194e6e683ffff,E01002348,2.89
89194e6e683ffff,E01002349,2.49
89194ad909bffff,E01033084,0.29
89194ad909bffff,E01002645,8.79
89194ad909bffff,E01034037,9.11
89194ad909bffff,E01034036,50.32
89194ad909bffff,E01002640,0.33
89194e6a8d7ffff,E01003640,1.54
89194ad1543ffff,E01003184,24.71
89194ad1543ffff,E01003185,49.7
89194ad1543ffff,E01003181,45.63
89194ad1543ffff,E01003100,0.01
89195dacc37ffff,E01001295,0.0
89195dacc37ffff,E01001294,1.01
89195dacc37ffff,E01001293,23.85
89195dacc37ffff,E01001291,31.1
89195dacc37ffff,E01001258,1.42
89195dacc37ffff,E01032744,1.24
89194e6c29bffff,E01000440,17.64
89194e6c29bffff,E01000437,19.37
89195d36e27ffff,E01002602,0.12
89195d36e27ffff,E01002601,3.23
89194ac146fffff,E01032623,9.46
89194ac146fffff,E01004112,3.24
89194e69eb3ffff,E01004427,3.98
89194e69eb3ffff,E01004424,0.16
89194e69eb3ffff,E01004425,55.1
89194e69eb3ffff,E01004422,0.32
89194ad8677ffff,E01003877,14.75
89194ad8677ffff,E01003874,3.14
89194ad8677ffff,E01003873,33.49
89194ad8677ffff,E01003876,0.43
89195da6aa3ffff,E01002810,7.64
89195da6aa3ffff,E01002774,27.92
89195da6aa3ffff,E01002809,42.72
89195da6aa3ffff,E01002772,0.29
89194ac2e33ffff,E01001106,20.94
89194ac2e33ffff,E01001105,0.45
89195dac213ffff,E01002459,15.63
89195dac213ffff,E01002441,0.21
89195da090fffff,E01000188,2.96
89194ad628fffff,E01000789,0.95
89194ad628fffff,E01000723,12.1
89194ad628fffff,E01000720,0.55
89195da46bbffff,E01000200,4.22
89195da46bbffff,E01000199,24.47
89194e6f623ffff,E01000095,3.51
89194e6f623ffff,E01000056,1.36
89194e6f623ffff,E01000054,0.62
89194ada03bffff,E01001904,4.46
89194ada03bffff,E01001917,5.97
89194ada03bffff,E01001903,12.35
89194ada03bffff,E01001888,1.48
89194ada03bffff,E01001887,41.46
89194ada03bffff,E01001886,17.15
89195dadbd7ffff,E01034608,1.69
89195dadbd7ffff,E01002519,12.05
89195d36403ffff,E01002490,25.89
89195d36403ffff,E01002488,2.66
89194e61937ffff,E01002385,0.95
89194e6948fffff,E01033151,0.46
89194e6948fffff,E01001483,7.82
89194e6d23bffff,E01001679,4.18
89194e6d23bffff,E01001686,5.33
89194e6d23bffff,E01001701,7.04
89194e6d23bffff,E01001702,10.49
89194ad9617ffff,E01002621,8.36
89194ad9617ffff,E01002618,24.65
89194ad9617ffff,E01002620,4.69
89194ac240fffff,E01000985,7.58
89194ac240fffff,E01000987,36.46
89194ac240fffff,E01000992,1.46
89194e6ae53ffff,E01003700,3.64
89194e6ae53ffff,E01003704,24.04
89195dad1b3ffff,E01002461,3.76
89194ac0027ffff,E01001019,0.33
89194ac0027ffff,E01001016,8.85
89195db4d0bffff,E01001516,22.11
89195db4d0bffff,E01001517,8.58
89195db4d0bffff,E01001550,2.84
89195da565bffff,E01002226,15.08
89195da565bffff,E01002225,0.13
89194ad722fffff,E01000665,8.94
89194ad722fffff,E01000661,1.23
89194ad722fffff,E01000765,0.36
89194ad3483ffff,E01001837,10.8
89194ad3483ffff,E01033712,34.8
89194ad3483ffff,E01033704,9.45
89194ad3483ffff,E01001842,4.99
89194ad3483ffff,E01001839,1.79
89194e68a6bffff,E01003594,16.76
89194e68a6bffff,E01003595,9.57
89194e68a6bffff,E01003593,46.32
89194e68a6bffff,E01003600,9.02
89194e68a6bffff,E01003632,1.29
89194e68a6bffff,E01003630,3.73
89195daeb77ffff,E01001261,0.13
89195daeb77ffff,E01001260,21.74
89195daeb77ffff,E01001268,6.52
89195daeb77ffff,E01001267,4.19
89194ad109bffff,E01003122,0.1
89194ad109bffff,E01003097,20.98
89194ad109bffff,E01033866,86.59
89194ad109bffff,E01035497,6.83
89194ad109bffff,E01033865,3.0
89194ad109bffff,E01035496,11.82
89194ac33afffff,E01004107,19.19
89194ac33afffff,E01004104,7.25
89194ac33afffff,E01004180,3.61
89194e68047ffff,E01003775,3.1
89194e68047ffff,E01003668,37.89
89194e68047ffff,E01003780,0.04
89194e68047ffff,E01003674,0.19
89195da4c37ffff,E01000863,45.67
89195da4c37ffff,E01000861,18.25
89195da4c37ffff,E01000856,0.0
89194ada5b7ffff,E01002844,9.41
89194ada5b7ffff,E01002900,2.95
89194ada5b7ffff,E01002899,31.55
89194ada5b7ffff,E01002910,5.44
89194ada5b7ffff,E01002914,23.96
89194ad4423ffff,E01000688,0.63
89194ad4423ffff,E01000680,1.07
89194e61eb3ffff,E01002382,0.41
89194e61eb3ffff,E01002355,40.54
89195dae153ffff,E01034594,12.25
89195dae153ffff,E01034593,6.33
89194e69a0bffff,E01001761,0.0
89194e69a0bffff,E01001758,50.23
89194e69a0bffff,E01001757,34.62
89194e69a0bffff,E01001760,9.96
89194ad81cfffff,E01003817,1.34
89194ad81cfffff,E01002955,8.07
89194ad81cfffff,E01003806,0.0
89194ad0677ffff,E01004063,3.13
89194ad0677ffff,E01004067,10.89
89194ad0677ffff,E01004061,29.17
89194ad0677ffff,E01004066,1.92
