h3_index,lsoa21cd,percentage_coverage
89195db4bafffff,E01001399,0.43
89195db4bafffff,E01001400,9.4
89195db4bafffff,E01001455,28.52
89194e6c6bbffff,E01000406,3.05
89194e6c6bbffff,E01000405,9.76
89194e6c6bbffff,E01000408,0.93
89194ad70d3ffff,E01000649,3.87
89194ad70d3ffff,E01000807,5.51
89194ad70d3ffff,E01000696,0.84
89194e6890fffff,E01034206,3.83
89194e6890fffff,E01034205,1.17
89194ad3327ffff,E01004012,0.43
89194ad3327ffff,E01033881,32.83
89194ad3327ffff,E01033880,2.43
89194ad3327ffff,E01033879,0.05
89195daea1bffff,E01002224,4.79
89195daea1bffff,E01002222,26.05
89195daea1bffff,E01002223,11.66
89195daea1bffff,E01002220,4.07
89195da6ec3ffff,E01002020,7.45
89195da6ec3ffff,E01001966,14.07
89194ad8a97ffff,E01002986,1.61
89194ad8a97ffff,E01002984,2.3
89194ad8a97ffff,E01002928,30.13
89194ad8a97ffff,E01002927,2.07
89195dac633ffff,E01002539,13.77
89195dac633ffff,E01002434,0.06
89195dac633ffff,E01002538,4.22
89194e60393ffff,E01002296,2.32
89195da0d2fffff,E01000188,0.21
89195da0d2fffff,E01000228,0.73
89194ac3253ffff,E01004130,10.01
89194ac3253ffff,E01004135,9.77
89194ad66afffff,E01000720,1.26
89194ad2903ffff,E01000691,0.78
89194ad2903ffff,E01000784,11.84
89194ad2903ffff,E01001603,31.1
89194ad2903ffff,E01001596,0.17
89195da4adbffff,E01000551,0.01
89195da4adbffff,E01000583,42.96
89195da4adbffff,E01000549,1.6
89195da4adbffff,E01000580,1.99
89194ada45bffff,E01001943,7.0
89194ada45bffff,E01001946,0.01
89194ada45bffff,E01002870,0.24
89194ada45bffff,E01035485,30.72
89194ada45bffff,E01002877,0.64
89195db5b4fffff,E01000246,2.97
89195db5b4fffff,E01000250,10.73
89194ad42c7ffff,E01000749,1.02
89194e61d57ffff,E01002359,6.72
89194e61d57ffff,E01002275,18.28
89194ad8073ffff,E01003806,0.72
89194ad8073ffff,E01003816,2.11
89194e698afffff,E01034217,11.89
89194e698afffff,E01034215,1.12
89194e698afffff,E01034214,80.63
89194e698afffff,E01034213,10.39
89194e6d65bffff,E01033581,7.15
89194e6d65bffff,E01003481,0.09
89194ad051bffff,E01034395,1.79
89194ad051bffff,E01003279,13.53
89194ad051bffff,E01003273,32.6
89194ad051bffff,E01003278,5.65
89194ad5c8bffff,E01000748,0.28
89194ad5c8bffff,E01000747,0.67
89194e6b273ffff,E01033926,4.49
89195da40b7ffff,E01000206,2.07
89195da40b7ffff,E01000213,15.81
89195dad5d3ffff,E01002441,1.34
89194ac0447ffff,E01001094,2.47
89194ac0447ffff,E01001092,11.16
89194ac0447ffff,E01004085,0.01
89194e61333ffff,E01002338,4.49
89194e61333ffff,E01002335,39.93
89194ad764fffff,E01000646,16.91
89194ad764fffff,E01000647,13.89
89195da5a7bffff,E01000471,60.26
89195da5a7bffff,E01000478,4.73
89195da5a7bffff,E01000477,0.47
89194e68e8bffff,E01003578,11.38
89194ad5267ffff,E01001060,6.16
89194ad9013ffff,E01002655,7.52
89194ad9013ffff,E01033084,0.63
89194ad9013ffff,E01002645,28.94
89194e6a84fffff,E01003770,0.3
89194e6a84fffff,E01003751,15.42
89194ad14bbffff,E01003111,56.01
89194ad14bbffff,E01003112,8.81
89194ad14bbffff,E01003110,7.68
89194ad14bbffff,E01003015,28.11
89195dacbafffff,E01002638,11.85
89195dacbafffff,E01002631,0.12
89194e68467ffff,E01003760,0.07
89194e68467ffff,E01003761,10.51
89194e68467ffff,E01003659,3.03
89194e68467ffff,E01003654,28.69
89194e68467ffff,E01003658,1.97
89195da5057ffff,E01002198,33.12
89195da5057ffff,E01002200,8.31
89195da5057ffff,E01002124,4.62
89195da5057ffff,E01002121,0.0
89194e6c213ffff,E01000355,3.4
89194e6c213ffff,E01000353,23.56
89194e6c213ffff,E01000440,0.15
89194ada9d7ffff,E01004529,1.08
89194ada9d7ffff,E01004530,28.79
89194ada9d7ffff,E01004526,43.16
89194ada9d7ffff,E01004525,6.8
89195dae573ffff,E01002141,2.81
89195dae573ffff,E01002142,16.96
89195dae573ffff,E01002144,0.03
89195dae573ffff,E01002145,7.56
89194ad0a97ffff,E01000797,1.71
89194ad0a97ffff,E01000703,20.33
89194ad0a97ffff,E01000709,14.11
89195da6a1bffff,E01000913,4.51
89195da6a1bffff,E01002773,3.39
89195da6a1bffff,E01002770,7.97
89195da6a1bffff,E01002009,0.64
89194e6dbd7ffff,E01000428,5.97
89194e6dbd7ffff,E01000386,3.92
89194e6dbd7ffff,E01000384,6.45
89194e69e2bffff,E01001787,12.84
89194e69e2bffff,E01033705,4.6
89194e69e2bffff,E01004422,4.37
89195dac18bffff,E01002497,7.42
89195dac18bffff,E01002498,11.33
89194ad6207ffff,E01000786,8.57
89194ad6207ffff,E01000792,4.15
89194e6f59bffff,E01002371,0.0
89194e6f59bffff,E01002373,16.1
89194e6f59bffff,E01002375,16.75
89195da4633ffff,E01000198,9.63
89195da4633ffff,E01000201,7.94
89195da4633ffff,E01000200,11.35
89194ad245bffff,E01003497,5.53
89194ad245bffff,E01003500,7.25
89194e69407ffff,E01033151,9.53
89194e618afffff,E01002364,38.3
89194e618afffff,E01002363,1.5
89194e6d1b3ffff,E01000456,1.2
89194e6d1b3ffff,E01000356,4.61
89194e6d1b3ffff,E01000357,38.67
89194ad0073ffff,E01004015,0.49
89194ad0073ffff,E01004017,5.43
89194ad0073ffff,E01004016,9.48
89194ad0073ffff,E01004020,9.31
89194ac2387ffff,E01001032,1.67
89194ac2387ffff,E01001124,13.88
89194ac2387ffff,E01001122,0.03
89194e6adcbffff,E01000031,4.34
89194e6adcbffff,E01000030,2.27
89194e6adcbffff,E01000027,3.46
89194ad958fffff,E01003871,0.64
89194ad958fffff,E01003860,1.68
89194ad958fffff,E01002667,17.65
89194ad1a37ffff,E01003414,1.18
89194ad1a37ffff,E01001089,29.51
89194ad1a37ffff,E01001085,25.09
89194e60e8bffff,E01002252,0.5
89194e60e8bffff,E01002258,26.19
89194e60e8bffff,E01002259,0.5
89194ad71a7ffff,E01000794,15.51
89194ad71a7ffff,E01000793,4.81
89195da55d3ffff,E01000153,2.4
89195da55d3ffff,E01000133,22.16
89195da55d3ffff,E01000235,15.98
89194e6a3a7ffff,E01003702,17.35
89194e6a3a7ffff,E01003721,1.04
89194ad1013ffff,E01003092,0.65
89194ad1013ffff,E01003089,13.18
89194ad1013ffff,E01003123,12.91
89194ad1013ffff,E01003121,16.11
89194ad1013ffff,E01035499,0.08
89194ad1013ffff,E01003122,42.38
89194ad1013ffff,E01035498,1.28
89194ac3327ffff,E01004108,1.98
89194ac3327ffff,E01004107,1.74
89194ad29d7ffff,E01001602,17.18
89194ad29d7ffff,E01001599,7.64
89194ad29d7ffff,E01001598,3.34
89195da4bafffff,E01035718,3.54
89194ada52fffff,E01035486,5.93
89194ada52fffff,E01002841,42.04
89194ada52fffff,E01002843,27.69
89194ada52fffff,E01001920,2.04
89195db5c23ffff,E01001412,0.06
89194ad439bffff,E01000748,0.1
89194ad439bffff,E01000749,0.92
89195da6573ffff,E01001501,1.51
89195da6573ffff,E01001527,2.4
89195da6573ffff,E01001498,3.17
89195da6573ffff,E01001566,37.42
89195dae0cbffff,E01002146,6.53
89195dae0cbffff,E01002147,2.66
89194e61e2bffff,E01002350,22.35
89194e61e2bffff,E01033786,1.49
89194e61e2bffff,E01002356,7.73
89194ad8147ffff,E01002956,14.79
89194ad8147ffff,E01002955,0.01
89194e69983ffff,E01003636,9.33
89194e69983ffff,E01003618,32.62
89194e69983ffff,E01003619,9.31
89194e6b347ffff,E01004361,15.18
89194e6b347ffff,E01004356,13.22
89194aca45bffff,E01003002,29.82
89194aca45bffff,E01002994,1.34
89195da418bffff,E01000913,5.84
89194ac051bffff,E01001099,2.71
89194ac051bffff,E01001075,8.99
89194ac051bffff,E01001104,2.86
89194adb4cfffff,E01001280,9.57
89194adb4cfffff,E01001279,13.09
89194adb4cfffff,E01001277,4.8
89195da5b4fffff,E01001195,15.88
89195da5b4fffff,E01001247,2.54
89195da7513ffff,E01000280,2.95
89195da7513ffff,E01000279,0.55
89195da7513ffff,E01000288,10.89
89194e6e6cfffff,E01002349,0.05
89194e6e6cfffff,E01002374,8.09
89194e6e6cfffff,E01002263,1.83
89194e6a923ffff,E01000017,10.44
89194e6a923ffff,E01000081,2.45
89194e6a923ffff,E01000065,30.72
89194e6a923ffff,E01000063,0.71
89194ad158fffff,E01003921,20.56
89194ad158fffff,E01003919,0.36
89194ad158fffff,E01003918,0.18
89194ad158fffff,E01003920,66.77
89194ad158fffff,E01003925,0.99
89194ad158fffff,E01003924,13.06
89195dacc83ffff,E01001263,6.29
89195dacc83ffff,E01001323,13.38
89195dacc83ffff,E01001322,5.29
89194e6853bffff,E01003680,37.69
89194e6853bffff,E01003712,9.94
89195da512bffff,E01000622,12.24
89195da512bffff,E01000625,5.53
89195da512bffff,E01000624,1.19
89194adaaabffff,E01003474,0.51
89194adaaabffff,E01003461,2.67
89194adaaabffff,E01003465,13.01
89194adaaabffff,E01003464,0.46
89195d36e73ffff,E01002601,6.06
89194ac14bbffff,E01004156,27.75
89194ac14bbffff,E01004152,10.82
89194ac14bbffff,E01004150,0.0
89194ac14bbffff,E01034156,6.53
89194ad0b6bffff,E01001133,7.98
89194ad0b6bffff,E01001132,14.53
89194e6dcabffff,E01000449,18.2
89194e6dcabffff,E01000349,3.34
89194ad86c3ffff,E01003847,5.52
89195da095bffff,E01002114,0.12
89195da095bffff,E01000188,0.3
89194ad62dbffff,E01000787,5.77
89194ad62dbffff,E01000726,15.67
89194ad62dbffff,E01000725,8.96
89194e6f66fffff,E01000095,0.0
89194e6f66fffff,E01000096,15.61
89194ad252fffff,E01001589,4.86
89194ad252fffff,E01001708,13.85
89194ad252fffff,E01034198,4.52
89194ada087ffff,E01001910,1.92
89194ada087ffff,E01001908,0.47
89194ada087ffff,E01001911,0.01
89194ada087ffff,E01001914,69.59
89194ada087ffff,E01001872,25.42
89194ada087ffff,E01001870,25.68
89194ada087ffff,E01001868,3.74
89194ada087ffff,E01001866,0.01
89195dadc23ffff,E01002509,4.21
89195dadc23ffff,E01034603,12.8
89195dadc23ffff,E01002516,3.79
89195d3644fffff,E01002447,2.71
89195d3644fffff,E01002486,4.28
89194e694dbffff,E01001482,9.52
89194e694dbffff,E01001481,14.4
89194e694dbffff,E01001476,2.61
89194e694dbffff,E01001477,4.2
89194e61983ffff,E01002385,0.32
89194e61983ffff,E01002389,2.79
89194e61983ffff,E01002292,10.95
89195da60cbffff,E01000121,18.89
89195da60cbffff,E01000119,0.28
89195da60cbffff,E01000118,6.51
89195da60cbffff,E01000120,1.48
89195da60cbffff,E01000116,0.0
89194ad0147ffff,E01003314,6.1
89194ad0147ffff,E01003308,53.94
89194e6d287ffff,E01001700,45.46
89194e6d287ffff,E01001697,5.71
89194e6d287ffff,E01001633,1.8
89194e6d287ffff,E01001695,18.35
89194ad58b7ffff,E01000748,0.96
89194ad9663ffff,E01002661,10.2
89194ad9663ffff,E01002624,4.41
89194ad9663ffff,E01002623,2.97
89194ad9663ffff,E01002622,24.56
89194ac245bffff,E01000980,1.22
89194ac245bffff,E01001187,49.88
89194ac245bffff,E01001193,5.63
89194ad1b0bffff,E01001184,11.27
89194ad1b0bffff,E01001182,55.22
89194ad1b0bffff,E01001183,1.09
89194ad1b0bffff,E01000995,0.0
89195db4d57ffff,E01001516,10.91
89195db4d57ffff,E01001409,20.7
89195db4d57ffff,E01001407,1.11
89195db4d57ffff,E01001550,3.62
89194ac0073ffff,E01001016,0.35
89194ac0073ffff,E01001023,14.92
89194ac0073ffff,E01001031,1.43
89195da56a7ffff,E01002120,0.98
89195da56a7ffff,E01002119,8.87
89195da56a7ffff,E01002118,24.09
89195da56a7ffff,E01002116,2.12
89194ad727bffff,E01000765,0.5
89194ad727bffff,E01000763,9.81
89194adb027ffff,E01034046,0.91
89194adb027ffff,E01034045,3.9
89194adb027ffff,E01034042,7.31
89194adb027ffff,E01002564,1.65
89194adb027ffff,E01002562,5.56
89194ad34cfffff,E01001820,7.42
89194ad34cfffff,E01001772,63.78
89194ad34cfffff,E01001774,4.75
89194ad34cfffff,E01001773,30.86
89194e68ab7ffff,E01003525,8.35
89194e68ab7ffff,E01003524,53.27
89194e68ab7ffff,E01003490,5.27
89194e68ab7ffff,E01003522,38.88
89194e68ab7ffff,E01003520,0.64
89195da706bffff,E01000261,4.96
89195da706bffff,E01000279,0.31
89195da706bffff,E01000228,0.67
89194e6e227ffff,E01002344,0.8
89195daebc3ffff,E01001272,15.28
89195daebc3ffff,E01001270,3.12
89195daebc3ffff,E01001271,0.67
89195db4333ffff,E01001412,0.01
89194e68093ffff,E01003763,2.65
89194e68093ffff,E01003760,0.06
89194e68093ffff,E01003761,54.67
89194e68093ffff,E01003659,4.98
89195da4c83ffff,E01000922,8.48
89195da4c83ffff,E01000921,5.71
89195da4c83ffff,E01000928,28.17
89194ad2aabffff,E01003354,5.23
89194ad2aabffff,E01003270,23.56
89194ad2aabffff,E01003268,3.03
89194ada603ffff,E01001864,36.64
89194ada603ffff,E01001860,47.83
89194ada603ffff,E01001858,0.11
89194ada603ffff,E01001863,26.33
89194ada603ffff,E01001954,4.74
89194ac1013ffff,E01032623,4.39
89194ac1013ffff,E01004114,3.81
89195da6647ffff,E01000272,7.93
89195da6647ffff,E01000175,6.4
89195da6647ffff,E01000267,8.98
89194ad446fffff,E01000749,0.22
89194ad446fffff,E01000688,7.12
89194ad446fffff,E01000687,1.22
89194ad446fffff,E01000680,0.02
89194ad821bffff,E01003819,0.0
89194ad821bffff,E01003895,1.34
89194ad821bffff,E01003892,14.31
89194ad821bffff,E01003816,0.63
89194e6d803ffff,E01000383,0.68
89194e6d803ffff,E01000382,4.71
89194e6d803ffff,E01000381,0.92
89194e6d803ffff,E01000387,9.36
89194e69a57ffff,E01001758,10.23
89194e69a57ffff,E01001757,0.01
89194e69a57ffff,E01001746,0.0
89194e69a57ffff,E01033713,31.18
89194ad06c3ffff,E01004014,2.93
89194ad06c3ffff,E01033880,22.13
89194ad06c3ffff,E01003990,6.95
89194ad06c3ffff,E01003989,0.07
89194ad5e33ffff,E01000654,4.73
89194ad5e33ffff,E01000655,8.25
89194ad5e33ffff,E01000659,2.56
89194e6f1c7ffff,E01002370,3.12
89194ad2087ffff,E01034229,12.19
89194e69033ffff,E01002037,9.28
89194e69033ffff,E01004401,0.08
89194e69033ffff,E01002075,0.1
89194e69033ffff,E01004398,4.45
89195da5c23ffff,E01000505,43.06
89195da5c23ffff,E01000507,11.75
89194adb5a3ffff,E01001379,22.0
89194adb5a3ffff,E01001375,36.8
89194adb5a3ffff,E01001376,9.29
89194ad540fffff,E01000759,2.05
89194ad91bbffff,E01003880,1.39
89194ad91bbffff,E01003882,7.3
89194ad91bbffff,E01003896,13.98
89194ad91bbffff,E01003897,10.26
89194ad1663ffff,E01002900,31.83
89194ad1663ffff,E01002899,1.27
89194ad1663ffff,E01002903,5.27
89194ad1663ffff,E01002901,5.54
89194e60ab7ffff,E01002385,0.95
89195db48afffff,E01001544,14.01
89195db48afffff,E01001518,0.1
89195db48afffff,E01001543,24.61
89194e6860fffff,E01004388,0.12
89194e6860fffff,E01004380,18.48
89195dacd57ffff,E01001219,7.55
89195dacd57ffff,E01001217,35.73
89195dacd57ffff,E01001296,9.92
89194e6c3bbffff,E01033792,1.34
89194e6c3bbffff,E01033791,21.71
89194ad3027ffff,E01032637,15.99
89194ad3027ffff,E01004028,0.22
89194ad3027ffff,E01032638,48.36
89194ad3027ffff,E01032834,60.87
89194ad3027ffff,E01004293,0.76
89194ad3027ffff,E01032640,0.0
89194ac158fffff,E01004108,0.77
89194ac158fffff,E01004106,7.33
89195da6bc3ffff,E01002787,39.26
89195da6bc3ffff,E01002763,15.1
89195da6bc3ffff,E01002788,7.81
89195da6bc3ffff,E01002786,24.31
89195dac333ffff,E01002454,5.74
89194ada15bffff,E01001915,6.01
89194ada15bffff,E01001905,21.19
89194ada15bffff,E01001907,18.67
89194ada15bffff,E01001906,51.13
89194ad2603ffff,E01035679,35.83
89194ad2603ffff,E01004249,18.81
89194ad2603ffff,E01035678,18.3
89194ad2603ffff,E01004248,0.04
89195d36523ffff,E01002589,5.96
89195d36523ffff,E01002586,8.4
89194e695afffff,E01004343,5.65
89194e695afffff,E01004344,20.03
89194e695afffff,E01004419,0.85
89194e61a57ffff,E01000061,3.17
89194e61a57ffff,E01002251,22.98
89194e6d35bffff,E01001680,0.75
89194e6d35bffff,E01001682,10.3
89194ad021bffff,E01004071,3.38
89194ad021bffff,E01004048,17.54
89194ad021bffff,E01003953,9.55
89194ac252fffff,E01001065,0.03
89194ac252fffff,E01001064,2.72
89194aca087ffff,E01002946,2.48
89194ac0147ffff,E01001020,3.49
89194ac0147ffff,E01001018,8.64
89195db4e2bffff,E01001414,0.29
89195db4e2bffff,E01001468,8.18
89195db4e2bffff,E01001412,0.2
89194ad734fffff,E01000666,1.43
89194ad734fffff,E01000667,3.91
89194ad734fffff,E01000665,1.25
89194e61033ffff,E01002304,1.77
89194e68b8bffff,E01003540,2.61
89194e68b8bffff,E01003538,31.19
89194e68b8bffff,E01003537,17.79
89194e68b8bffff,E01003542,0.1
89194ad35a3ffff,E01004258,4.34
89194ad35a3ffff,E01032768,1.75
89194ad35a3ffff,E01035691,34.26
89194ad35a3ffff,E01035690,59.24
89194ad35a3ffff,E01004251,5.17
89194ad8d13ffff,E01003363,19.1
89194ad8d13ffff,E01003365,1.87
89195daec97ffff,E01000540,6.45
89195daec97ffff,E01000536,21.06
89194ad11bbffff,E01003074,3.95
89194ad11bbffff,E01003072,0.04
89194ad11bbffff,E01003073,1.87
89194ad11bbffff,E01003071,35.56
89194e6060fffff,E01002276,2.15
89195dac8afffff,E01001361,7.84
89195dac8afffff,E01001360,13.4
89195dac8afffff,E01001215,8.05
89195dac8afffff,E01001213,14.45
89195dac8afffff,E01001364,8.25
89194ac34cfffff,E01003435,3.06
89194ac34cfffff,E01003387,29.88
89194ac34cfffff,E01003389,0.03
89194e68167ffff,E01003790,9.93
89194e68167ffff,E01003693,2.08
89195da4d57ffff,E01000954,46.05
89195da4d57ffff,E01035710,18.24
89195da4d57ffff,E01000947,4.58
89194ada6d7ffff,E01001955,31.44
89194ada6d7ffff,E01001959,9.28
89194ada6d7ffff,E01001875,2.67
89194ada6d7ffff,E01001876,0.36
89195db5dcbffff,E01001412,0.66
89194ad4543ffff,E01000680,1.14
89195dae273ffff,E01002483,5.88
89195dae273ffff,E01002482,7.09
89195dae273ffff,E01002190,2.04
89194e6d8d7ffff,E01000443,34.44
89194e69b2bffff,E01004270,3.71
89194e69b2bffff,E01035675,44.87
89194e69b2bffff,E01035674,1.06
89194e69b2bffff,E01004232,27.15
89194aca603ffff,E01002941,0.02
89194ad9cb3ffff,E01003006,16.35
89194ad9cb3ffff,E01003010,0.35
89194ad9cb3ffff,E01003008,8.26
89194ad9cb3ffff,E01003007,12.15
89194e6f29bffff,E01000095,3.39
89194e6f29bffff,E01000096,1.26
89195da4333ffff,E01000871,17.67
89195da4333ffff,E01000139,11.51
89194ad215bffff,E01001585,2.23
89194ad215bffff,E01034185,4.64
89194ad215bffff,E01034184,5.54
89194ad215bffff,E01001665,45.11
89195dad84fffff,E01002519,1.01
89195dad84fffff,E01034607,8.31
89195d3607bffff,E01002444,0.6
89194ac06c3ffff,E01004181,4.73
89194ac06c3ffff,E01004180,13.64
89194e615afffff,E01002312,9.57
89194e615afffff,E01002276,0.24
89194e69107ffff,E01004462,28.39
89194e69107ffff,E01004458,7.74
89194e69107ffff,E01004457,0.7
89194e69107ffff,E01004392,13.66
89194e69107ffff,E01004397,2.35
89194e69107ffff,E01004396,9.5
89194adb677ffff,E01001250,1.11
89194adb677ffff,E01001289,1.63
89194adb677ffff,E01001207,3.45
89194adb677ffff,E01001205,30.94
89194adb677ffff,E01001286,3.86
89195da76bbffff,E01000253,2.85
89194ad928fffff,E01002650,2.54
89194ad928fffff,E01002665,34.99
89194ad928fffff,E01034039,2.61
89194ad928fffff,E01002660,0.05
89194ac2087ffff,E01001049,0.35
89194ac2087ffff,E01001062,7.22
89194e6aacbffff,E01003650,17.15
89194e6aacbffff,E01003638,21.63
89194e6aacbffff,E01003648,1.42
89194e60b8bffff,E01002385,0.53
89195db4983ffff,E01001508,8.2
89195db4983ffff,E01001511,7.95
89195db4983ffff,E01001507,0.35
89195db4983ffff,E01001505,5.84
89195db4983ffff,E01001513,3.58
89195dace2bffff,E01002394,29.32
89195dace2bffff,E01002392,1.86
89194e6c48fffff,E01002344,0.8
89195da52d3ffff,E01002108,0.66
89195da52d3ffff,E01002111,28.04
89195da52d3ffff,E01002109,0.11
89195da52d3ffff,E01002229,2.6
89194adac53ffff,E01004513,1.34
89194adac53ffff,E01004512,13.14
89194adac53ffff,E01004627,0.09
89194adac53ffff,E01004510,8.58
89194adac53ffff,E01004514,38.49
89194ad886bffff,E01002977,9.91
89194ad886bffff,E01002980,28.28
89195da6c97ffff,E01001983,36.54
89195da6c97ffff,E01002086,9.56
89195da6c97ffff,E01001982,1.88
89195da6c97ffff,E01001980,29.38
89194ad0d13ffff,E01034385,7.32
89194ad0d13ffff,E01000676,18.86
89194ad0d13ffff,E01000824,0.56
89194e6de53ffff,E01000342,0.37
89194e6de53ffff,E01000341,4.98
89194e6de53ffff,E01000340,28.78
89194e6de53ffff,E01000413,7.19
89194e60167ffff,E01002259,5.0
89195da0b03ffff,E01002114,3.28
89195dac407ffff,E01002433,7.15
89195dac407ffff,E01002436,12.97
89195dac407ffff,E01002480,0.4
89194ac3027ffff,E01004172,12.0
89194ac3027ffff,E01004171,19.93
89194ada22fffff,E01003798,36.59
89194ada22fffff,E01003797,0.29
89194ad26d7ffff,E01035667,28.29
89194ad26d7ffff,E01004239,2.24
89194ad26d7ffff,E01035666,47.2
89194ad26d7ffff,E01035665,12.65
89194ad26d7ffff,E01004236,0.69
89195da48afffff,E01004713,0.0
89195da48afffff,E01004712,15.91
89195da48afffff,E01004717,26.85
89195da48afffff,E01004727,1.73
89195da48afffff,E01004716,18.16
89195daddcbffff,E01002456,10.66
89195daddcbffff,E01002509,5.94
89195daddcbffff,E01002516,5.88
89195db5923ffff,E01001418,15.16
89195db5923ffff,E01001415,0.03
89194ad409bffff,E01000749,0.01
89194ad409bffff,E01000688,0.55
89194ad409bffff,E01000680,1.07
89194e69683ffff,E01001460,20.54
89194e69683ffff,E01001462,19.02
89194e69683ffff,E01001488,7.41
89194e69683ffff,E01001459,17.81
89195da6273ffff,E01000323,18.34
89195da6273ffff,E01000322,8.29
89195da6273ffff,E01000299,6.6
89195da6273ffff,E01000321,15.58
89194e61b2bffff,E01002374,0.37
89194e61b2bffff,E01002373,15.28
89194e61b2bffff,E01002372,19.52
89194e6d42fffff,E01001571,0.52
89194e6d42fffff,E01001579,37.01
89194e6b047ffff,E01004349,0.32
89194ac2603ffff,E01034142,21.94
89194ac2603ffff,E01034141,19.85
89194ac2603ffff,E01001110,25.74
89194ac2603ffff,E01001118,3.8
89194ac2603ffff,E01001109,0.69
89194ad980bffff,E01003823,1.84
89194ad980bffff,E01003889,0.62
89194ad1cb3ffff,E01003951,7.4
89194ad1cb3ffff,E01003945,1.93
89194ac021bffff,E01004109,3.41
89194e61107ffff,E01002337,0.85
89194e61107ffff,E01002311,9.02
89194ad7423ffff,E01000698,5.33
89194ad7423ffff,E01000693,1.29
89194adb1cfffff,E01002581,1.24
89194adb1cfffff,E01034044,17.31
89194adb1cfffff,E01002580,0.05
89194adb1cfffff,E01034042,16.7
89195da584fffff,E01033938,1.07
89195da584fffff,E01000599,34.86
89195da584fffff,E01033456,16.96
89194ad3677ffff,E01002724,3.93
89194ad3677ffff,E01002725,0.66
89194ad3677ffff,E01033489,46.45
89194ad3677ffff,E01002703,40.45
89194ad3677ffff,E01002723,4.92
89195d37597ffff,E01002527,10.84
89195da7213ffff,E01000228,2.9
89195da7213ffff,E01000290,0.53
89194ad503bffff,E01000747,0.95
89195daed6bffff,E01000612,17.59
89195daed6bffff,E01000611,24.84
89195daed6bffff,E01000608,3.36
89194ad128fffff,E01004560,7.54
89194ad128fffff,E01004539,17.46
89194ad128fffff,E01004540,6.24
89195dac983ffff,E01001339,12.47
89195dac983ffff,E01001338,0.77
89194ac35a3ffff,E01034146,0.13
89194ac35a3ffff,E01034144,1.42
89194ac35a3ffff,E01001010,12.04
89194ac35a3ffff,E01001008,1.96
89194e6823bffff,E01004467,9.46
89194e6823bffff,E01004468,9.69
89195da4e2bffff,E01004648,18.2
89195da4e2bffff,E01004646,15.78
89195da4e2bffff,E01000929,21.29
89195da4e2bffff,E01000934,1.28
89194ad2c53ffff,E01001649,19.16
89194ad2c53ffff,E01001645,10.57
89194ad4617ffff,E01000749,1.02
89195dae347ffff,E01002194,12.09
89195dae347ffff,E01002193,3.71
89195dae347ffff,E01002192,6.82
89194e6d9abffff,E01000720,0.1
89194e6d9abffff,E01000383,2.01
89194ad086bffff,E01000773,30.22
89194ad086bffff,E01000770,0.11
89194ad83c3ffff,E01003817,1.11
89194ad83c3ffff,E01003816,1.61
89195da4407ffff,E01000179,0.52
89195da4407ffff,E01000176,19.48
89195da4407ffff,E01000297,21.85
89195da4407ffff,E01000319,0.13
89194e6f36fffff,E01000416,19.73
89194e6f36fffff,E01000422,42.78
89194e6f36fffff,E01000470,3.14
89194e6f36fffff,E01000466,0.12
89194ad9d87ffff,E01002972,0.45
89194ad9d87ffff,E01002974,23.92
89194ad9d87ffff,E01002935,23.66
89194ad222fffff,E01033728,31.45
89194ad222fffff,E01003251,2.69
89194ad222fffff,E01004276,14.65
89194ad222fffff,E01032783,7.37
89195dad923ffff,E01002486,0.09
89195dad923ffff,E01034615,20.12
89195dad923ffff,E01034613,0.03
89195dad923ffff,E01002548,0.0
89195d3614fffff,E01002557,0.03
89195d3614fffff,E01002555,0.77
89195d3614fffff,E01002444,0.57
89194e691dbffff,E01004400,0.47
89194e691dbffff,E01004399,0.12
89194e691dbffff,E01004398,21.52
89195da5dcbffff,E01000639,9.61
89195da5dcbffff,E01000559,13.46
89195da5dcbffff,E01000504,46.41
89195da5dcbffff,E01000505,1.66
89194ad55b7ffff,E01000749,1.02
89194ac215bffff,E01001123,2.59
89194ac215bffff,E01001122,6.08
89194ad9363ffff,E01003903,0.98
89194ad9363ffff,E01002605,26.89
89194ad180bffff,E01001157,0.01
89194ad180bffff,E01001084,14.99
89194ad180bffff,E01001159,0.94
89194ad180bffff,E01001163,0.37
89195db4a57ffff,E01001417,0.52
89195db4a57ffff,E01001470,3.41
89194e6c563ffff,E01000434,5.91
89195da53a7ffff,E01000481,19.07
89195da53a7ffff,E01000486,4.72
89195da53a7ffff,E01000519,1.49
89194adad27ffff,E01004518,5.01
89194adad27ffff,E01004517,0.06
89194adad27ffff,E01004516,40.71
89194adad27ffff,E01004523,0.37
89194ad31cfffff,E01004034,0.55
89194ad31cfffff,E01033869,12.87
89194ad31cfffff,E01004023,54.05
89194e6a17bffff,E01003721,0.04
89194e6a17bffff,E01003727,1.29
89194e6a17bffff,E01003725,42.64
89194e6a17bffff,E01003724,12.83
89195dae8c3ffff,E01002135,0.19
89195dae8c3ffff,E01002134,7.55
89195da6d6bffff,E01001806,17.96
89195da6d6bffff,E01001803,21.87
89195da0bd7ffff,E01002114,0.75
89195dac4dbffff,E01002485,1.88
89195dac4dbffff,E01002474,9.65
89194e6023bffff,E01033784,1.38
89194e6023bffff,E01002300,26.15
89194ada303ffff,E01004604,23.05
89194ada303ffff,E01004605,3.67
89195da4983ffff,E01004763,24.93
89195da4983ffff,E01035716,3.43
