h3_index,total_population,avg_imd_score
89194ad3567ffff,7203.145739343302,26.422501516210826
89194ad35c7ffff,5402.359304507477,29.957545104634836
89194e69843ffff,5402.359304507477,33.74321633454875
89195da5987ffff,5402.359304507477,30.598219801361793
89195da59afffff,5402.359304507477,31.510222056089976
